-------------ALL IMPORTED------------
-------------Big Data Train Text File WAS ALREADY MADE------------
-------------Big Data Test Text File WAS ALREADY MADE------------
04/05/2021 09:12:51 - WARNING - __main__ -   Process rank: -1, device: cuda:0, n_gpu: 2distributed training: False, 16-bits training: False
04/05/2021 09:12:51 - INFO - __main__ -   Training/evaluation parameters TrainingArguments(output_dir=/scratch/as11919/Domain-Adaptation/movie_roberta/roberta_DAPT_movies_model_withEVAL, overwrite_output_dir=False, do_train=True, do_eval=True, do_predict=False, evaluation_strategy=IntervalStrategy.NO, prediction_loss_only=False, per_device_train_batch_size=8, per_device_eval_batch_size=8, gradient_accumulation_steps=1, eval_accumulation_steps=None, learning_rate=5e-05, weight_decay=0.0, adam_beta1=0.9, adam_beta2=0.999, adam_epsilon=1e-08, max_grad_norm=1.0, num_train_epochs=3.0, max_steps=-1, lr_scheduler_type=SchedulerType.LINEAR, warmup_ratio=0.0, warmup_steps=0, logging_dir=runs/Apr05_09-12-51_gv04.nyu.cluster, logging_strategy=IntervalStrategy.STEPS, logging_first_step=False, logging_steps=500, save_strategy=IntervalStrategy.STEPS, save_steps=7500, save_total_limit=None, no_cuda=False, seed=42, fp16=False, fp16_opt_level=O1, fp16_backend=auto, fp16_full_eval=False, local_rank=-1, tpu_num_cores=None, tpu_metrics_debug=False, debug=False, dataloader_drop_last=False, eval_steps=500, dataloader_num_workers=0, past_index=-1, run_name=/scratch/as11919/Domain-Adaptation/movie_roberta/roberta_DAPT_movies_model_withEVAL, disable_tqdm=False, remove_unused_columns=True, label_names=None, load_best_model_at_end=False, metric_for_best_model=None, greater_is_better=None, ignore_data_skip=False, sharded_ddp=[], deepspeed=None, label_smoothing_factor=0.0, adafactor=False, group_by_length=False, report_to=['tensorboard', 'wandb'], ddp_find_unused_parameters=None, dataloader_pin_memory=True, skip_memory_metrics=False, _n_gpu=2)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
{'loss': 2.2989, 'learning_rate': 4.158144629074608e-05, 'epoch': 0.51}
{'loss': 2.252, 'learning_rate': 4.0518638845723996e-05, 'epoch': 0.57}
{'loss': 2.287, 'learning_rate': 4.0490670228749724e-05, 'epoch': 0.57}
{'loss': 2.274, 'learning_rate': 4.046270161177546e-05, 'epoch': 0.57}
{'loss': 2.279, 'learning_rate': 4.0434732994801194e-05, 'epoch': 0.57}
{'loss': 2.2046, 'learning_rate': 4.040676437782693e-05, 'epoch': 0.58}
{'loss': 2.2481, 'learning_rate': 4.0378795760852664e-05, 'epoch': 0.58}
{'loss': 2.2809, 'learning_rate': 4.03508271438784e-05, 'epoch': 0.58}
{'loss': 2.26, 'learning_rate': 4.0322858526904134e-05, 'epoch': 0.58}
{'loss': 2.2541, 'learning_rate': 4.029488990992987e-05, 'epoch': 0.58}
{'loss': 2.3295, 'learning_rate': 4.02669212929556e-05, 'epoch': 0.58}
{'loss': 2.2501, 'learning_rate': 4.023895267598134e-05, 'epoch': 0.59}
{'loss': 2.2533, 'learning_rate': 4.0210984059007074e-05, 'epoch': 0.59}
{'loss': 2.2481, 'learning_rate': 4.018301544203281e-05, 'epoch': 0.59}
{'loss': 2.2415, 'learning_rate': 4.015504682505854e-05, 'epoch': 0.59}
{'loss': 2.285, 'learning_rate': 4.012707820808427e-05, 'epoch': 0.59}
{'loss': 2.2811, 'learning_rate': 4.009910959111001e-05, 'epoch': 0.59}
{'loss': 2.2591, 'learning_rate': 4.007114097413574e-05, 'epoch': 0.6}
{'loss': 2.2973, 'learning_rate': 4.004317235716148e-05, 'epoch': 0.6}
{'loss': 2.2617, 'learning_rate': 4.001520374018721e-05, 'epoch': 0.6}
{'loss': 2.206, 'learning_rate': 3.998723512321295e-05, 'epoch': 0.6}
{'loss': 2.2267, 'learning_rate': 3.995926650623868e-05, 'epoch': 0.6}
{'loss': 2.2578, 'learning_rate': 3.993129788926442e-05, 'epoch': 0.6}
{'loss': 2.2272, 'learning_rate': 3.990332927229015e-05, 'epoch': 0.61}
{'loss': 2.2609, 'learning_rate': 3.987536065531589e-05, 'epoch': 0.61}
{'loss': 2.2652, 'learning_rate': 3.9847392038341616e-05, 'epoch': 0.61}
{'loss': 2.2261, 'learning_rate': 3.981942342136735e-05, 'epoch': 0.61}
{'loss': 2.2155, 'learning_rate': 3.979145480439309e-05, 'epoch': 0.61}
{'loss': 2.2137, 'learning_rate': 3.976348618741883e-05, 'epoch': 0.61}
{'loss': 2.2536, 'learning_rate': 3.9735517570444556e-05, 'epoch': 0.62}
{'loss': 2.2793, 'learning_rate': 3.970754895347029e-05, 'epoch': 0.62}
{'loss': 2.2848, 'learning_rate': 3.9679580336496026e-05, 'epoch': 0.62}
{'loss': 2.2547, 'learning_rate': 3.965161171952176e-05, 'epoch': 0.62}
{'loss': 2.249, 'learning_rate': 3.9623643102547496e-05, 'epoch': 0.62}
{'loss': 2.2465, 'learning_rate': 3.959567448557323e-05, 'epoch': 0.62}
{'loss': 2.2347, 'learning_rate': 3.9567705868598966e-05, 'epoch': 0.63}
{'loss': 2.2734, 'learning_rate': 3.95397372516247e-05, 'epoch': 0.63}
{'loss': 2.2635, 'learning_rate': 3.951176863465043e-05, 'epoch': 0.63}
{'loss': 2.2617, 'learning_rate': 3.948380001767617e-05, 'epoch': 0.63}
{'loss': 2.2684, 'learning_rate': 3.9455831400701906e-05, 'epoch': 0.63}
{'loss': 2.3072, 'learning_rate': 3.9427862783727634e-05, 'epoch': 0.63}
{'loss': 2.2594, 'learning_rate': 3.939989416675337e-05, 'epoch': 0.64}
{'loss': 2.2673, 'learning_rate': 3.9371925549779104e-05, 'epoch': 0.64}
{'loss': 2.2911, 'learning_rate': 3.9343956932804846e-05, 'epoch': 0.64}
{'loss': 2.2516, 'learning_rate': 3.9315988315830574e-05, 'epoch': 0.64}
{'loss': 2.2399, 'learning_rate': 3.928801969885631e-05, 'epoch': 0.64}
{'loss': 2.2437, 'learning_rate': 3.9260051081882045e-05, 'epoch': 0.64}
{'loss': 2.198, 'learning_rate': 3.923208246490778e-05, 'epoch': 0.65}
{'loss': 2.2515, 'learning_rate': 3.920411384793351e-05, 'epoch': 0.65}
{'loss': 2.2839, 'learning_rate': 3.917614523095925e-05, 'epoch': 0.65}
{'loss': 2.2487, 'learning_rate': 3.9148176613984985e-05, 'epoch': 0.65}
{'loss': 2.2838, 'learning_rate': 3.912020799701071e-05, 'epoch': 0.65}
{'loss': 2.2635, 'learning_rate': 3.909223938003645e-05, 'epoch': 0.65}
{'loss': 2.24, 'learning_rate': 3.906427076306218e-05, 'epoch': 0.66}
{'loss': 2.2502, 'learning_rate': 3.9036302146087925e-05, 'epoch': 0.66}
{'loss': 2.2491, 'learning_rate': 3.900833352911365e-05, 'epoch': 0.66}
{'loss': 2.2343, 'learning_rate': 3.898036491213939e-05, 'epoch': 0.66}
{'loss': 2.2435, 'learning_rate': 3.895239629516512e-05, 'epoch': 0.66}
{'loss': 2.2661, 'learning_rate': 3.892442767819086e-05, 'epoch': 0.66}
{'loss': 2.2456, 'learning_rate': 3.889645906121659e-05, 'epoch': 0.67}
{'loss': 2.2602, 'learning_rate': 3.886849044424233e-05, 'epoch': 0.67}
{'loss': 2.2532, 'learning_rate': 3.884052182726806e-05, 'epoch': 0.67}
{'loss': 2.2764, 'learning_rate': 3.88125532102938e-05, 'epoch': 0.67}
{'loss': 2.2074, 'learning_rate': 3.8784584593319526e-05, 'epoch': 0.67}
{'loss': 2.2756, 'learning_rate': 3.875661597634526e-05, 'epoch': 0.67}
{'loss': 2.2391, 'learning_rate': 3.8728647359371e-05, 'epoch': 0.68}
{'loss': 2.2239, 'learning_rate': 3.870067874239673e-05, 'epoch': 0.68}
{'loss': 2.2546, 'learning_rate': 3.8672710125422466e-05, 'epoch': 0.68}
{'loss': 2.2197, 'learning_rate': 3.86447415084482e-05, 'epoch': 0.68}
{'loss': 2.2319, 'learning_rate': 3.8616772891473936e-05, 'epoch': 0.68}
{'loss': 2.2387, 'learning_rate': 3.858880427449967e-05, 'epoch': 0.68}
{'loss': 2.2526, 'learning_rate': 3.8560835657525406e-05, 'epoch': 0.69}
{'loss': 2.2227, 'learning_rate': 3.853286704055114e-05, 'epoch': 0.69}
{'loss': 2.2488, 'learning_rate': 3.8504898423576876e-05, 'epoch': 0.69}
{'loss': 2.2384, 'learning_rate': 3.8476929806602605e-05, 'epoch': 0.69}
{'loss': 2.2625, 'learning_rate': 3.8448961189628346e-05, 'epoch': 0.69}
{'loss': 2.262, 'learning_rate': 3.842099257265408e-05, 'epoch': 0.69}
{'loss': 2.2932, 'learning_rate': 3.8393023955679816e-05, 'epoch': 0.7}
{'loss': 2.2889, 'learning_rate': 3.8365055338705545e-05, 'epoch': 0.7}
{'loss': 2.2454, 'learning_rate': 3.833708672173128e-05, 'epoch': 0.7}
{'loss': 2.2632, 'learning_rate': 3.8309118104757015e-05, 'epoch': 0.7}
{'loss': 2.2949, 'learning_rate': 3.828114948778275e-05, 'epoch': 0.7}
{'loss': 2.2536, 'learning_rate': 3.8253180870808485e-05, 'epoch': 0.7}
{'loss': 2.2273, 'learning_rate': 3.822521225383422e-05, 'epoch': 0.71}
{'loss': 2.2836, 'learning_rate': 3.8197243636859955e-05, 'epoch': 0.71}
{'loss': 2.2816, 'learning_rate': 3.816927501988568e-05, 'epoch': 0.71}
{'loss': 2.2139, 'learning_rate': 3.8141306402911425e-05, 'epoch': 0.71}
{'loss': 2.304, 'learning_rate': 3.811333778593716e-05, 'epoch': 0.71}
{'loss': 2.2401, 'learning_rate': 3.8085369168962895e-05, 'epoch': 0.71}
{'loss': 2.2662, 'learning_rate': 3.805740055198862e-05, 'epoch': 0.72}
{'loss': 2.3157, 'learning_rate': 3.802943193501436e-05, 'epoch': 0.72}
{'loss': 2.2575, 'learning_rate': 3.80014633180401e-05, 'epoch': 0.72}
{'loss': 2.2801, 'learning_rate': 3.7973494701065835e-05, 'epoch': 0.72}
{'loss': 2.26, 'learning_rate': 3.794552608409156e-05, 'epoch': 0.72}
{'loss': 2.2855, 'learning_rate': 3.79175574671173e-05, 'epoch': 0.72}
{'loss': 2.239, 'learning_rate': 3.788958885014303e-05, 'epoch': 0.73}
{'loss': 2.2131, 'learning_rate': 3.786162023316877e-05, 'epoch': 0.73}
{'loss': 2.2383, 'learning_rate': 3.78336516161945e-05, 'epoch': 0.73}
{'loss': 2.2693, 'learning_rate': 3.780568299922024e-05, 'epoch': 0.73}
{'loss': 2.2465, 'learning_rate': 3.777771438224597e-05, 'epoch': 0.73}
{'loss': 2.2832, 'learning_rate': 3.77497457652717e-05, 'epoch': 0.74}
{'loss': 2.2212, 'learning_rate': 3.7721777148297436e-05, 'epoch': 0.74}
{'loss': 2.2779, 'learning_rate': 3.769380853132318e-05, 'epoch': 0.74}
{'loss': 2.2382, 'learning_rate': 3.766583991434891e-05, 'epoch': 0.74}
{'loss': 2.2471, 'learning_rate': 3.763787129737464e-05, 'epoch': 0.74}
{'loss': 2.2432, 'learning_rate': 3.7609902680400376e-05, 'epoch': 0.74}
{'loss': 2.2581, 'learning_rate': 3.758193406342611e-05, 'epoch': 0.75}
{'loss': 2.2625, 'learning_rate': 3.7553965446451846e-05, 'epoch': 0.75}
{'loss': 2.2388, 'learning_rate': 3.752599682947758e-05, 'epoch': 0.75}
{'loss': 2.2561, 'learning_rate': 3.7498028212503317e-05, 'epoch': 0.75}
{'loss': 2.2533, 'learning_rate': 3.747005959552905e-05, 'epoch': 0.75}
{'loss': 2.2312, 'learning_rate': 3.7442090978554787e-05, 'epoch': 0.75}
{'loss': 2.1982, 'learning_rate': 3.7414122361580515e-05, 'epoch': 0.76}
{'loss': 2.2951, 'learning_rate': 3.7386153744606257e-05, 'epoch': 0.76}
{'loss': 2.287, 'learning_rate': 3.735818512763199e-05, 'epoch': 0.76}
{'loss': 2.2306, 'learning_rate': 3.733021651065772e-05, 'epoch': 0.76}
{'loss': 2.2305, 'learning_rate': 3.7302247893683455e-05, 'epoch': 0.76}
{'loss': 2.1927, 'learning_rate': 3.727427927670919e-05, 'epoch': 0.76}
{'loss': 2.214, 'learning_rate': 3.724631065973493e-05, 'epoch': 0.77}
{'loss': 2.2549, 'learning_rate': 3.721834204276066e-05, 'epoch': 0.77}
{'loss': 2.2671, 'learning_rate': 3.7190373425786395e-05, 'epoch': 0.77}
{'loss': 2.2678, 'learning_rate': 3.716240480881213e-05, 'epoch': 0.77}
{'loss': 2.2, 'learning_rate': 3.7134436191837865e-05, 'epoch': 0.77}
{'loss': 2.2039, 'learning_rate': 3.71064675748636e-05, 'epoch': 0.77}
{'loss': 2.283, 'learning_rate': 3.7078498957889335e-05, 'epoch': 0.78}
{'loss': 2.2452, 'learning_rate': 3.705053034091507e-05, 'epoch': 0.78}
{'loss': 2.2217, 'learning_rate': 3.7022561723940805e-05, 'epoch': 0.78}
{'loss': 2.2889, 'learning_rate': 3.699459310696653e-05, 'epoch': 0.78}
{'loss': 2.2305, 'learning_rate': 3.696662448999227e-05, 'epoch': 0.78}
{'loss': 2.2319, 'learning_rate': 3.693865587301801e-05, 'epoch': 0.78}
{'loss': 2.2287, 'learning_rate': 3.691068725604374e-05, 'epoch': 0.79}
{'loss': 2.2705, 'learning_rate': 3.688271863906947e-05, 'epoch': 0.79}
{'loss': 2.286, 'learning_rate': 3.685475002209521e-05, 'epoch': 0.79}
{'loss': 2.2737, 'learning_rate': 3.682678140512094e-05, 'epoch': 0.79}
{'loss': 2.2436, 'learning_rate': 3.679881278814668e-05, 'epoch': 0.79}
{'loss': 2.2784, 'learning_rate': 3.677084417117241e-05, 'epoch': 0.79}
{'loss': 2.2259, 'learning_rate': 3.674287555419815e-05, 'epoch': 0.8}
{'loss': 2.2858, 'learning_rate': 3.671490693722388e-05, 'epoch': 0.8}
{'loss': 2.227, 'learning_rate': 3.668693832024961e-05, 'epoch': 0.8}
{'loss': 2.3019, 'learning_rate': 3.6658969703275353e-05, 'epoch': 0.8}
{'loss': 2.2166, 'learning_rate': 3.663100108630109e-05, 'epoch': 0.8}
{'loss': 2.276, 'learning_rate': 3.6603032469326823e-05, 'epoch': 0.8}
{'loss': 2.2507, 'learning_rate': 3.657506385235255e-05, 'epoch': 0.81}
{'loss': 2.2876, 'learning_rate': 3.654709523537829e-05, 'epoch': 0.81}
{'loss': 2.2721, 'learning_rate': 3.651912661840402e-05, 'epoch': 0.81}
{'loss': 2.274, 'learning_rate': 3.649115800142976e-05, 'epoch': 0.81}
{'loss': 2.2418, 'learning_rate': 3.646318938445549e-05, 'epoch': 0.81}
{'loss': 2.2684, 'learning_rate': 3.643522076748123e-05, 'epoch': 0.81}
{'loss': 2.2143, 'learning_rate': 3.640725215050696e-05, 'epoch': 0.82}
{'loss': 2.2497, 'learning_rate': 3.637928353353269e-05, 'epoch': 0.82}
{'loss': 2.2606, 'learning_rate': 3.635131491655843e-05, 'epoch': 0.82}
{'loss': 2.2456, 'learning_rate': 3.632334629958417e-05, 'epoch': 0.82}
{'loss': 2.2455, 'learning_rate': 3.62953776826099e-05, 'epoch': 0.82}
{'loss': 2.2667, 'learning_rate': 3.626740906563563e-05, 'epoch': 0.82}
{'loss': 2.2698, 'learning_rate': 3.6239440448661365e-05, 'epoch': 0.83}
{'loss': 2.2418, 'learning_rate': 3.621147183168711e-05, 'epoch': 0.83}
{'loss': 2.2513, 'learning_rate': 3.6183503214712835e-05, 'epoch': 0.83}
{'loss': 2.2695, 'learning_rate': 3.615553459773857e-05, 'epoch': 0.83}
{'loss': 2.2466, 'learning_rate': 3.6127565980764305e-05, 'epoch': 0.83}
{'loss': 2.2266, 'learning_rate': 3.609959736379004e-05, 'epoch': 0.83}
{'loss': 2.2099, 'learning_rate': 3.6071628746815775e-05, 'epoch': 0.84}
{'loss': 2.2354, 'learning_rate': 3.604366012984151e-05, 'epoch': 0.84}
{'loss': 2.2226, 'learning_rate': 3.6015691512867245e-05, 'epoch': 0.84}
{'loss': 2.2461, 'learning_rate': 3.598772289589298e-05, 'epoch': 0.84}
{'loss': 2.2638, 'learning_rate': 3.595975427891871e-05, 'epoch': 0.84}
{'loss': 2.2269, 'learning_rate': 3.5931785661944443e-05, 'epoch': 0.84}
{'loss': 2.2189, 'learning_rate': 3.5903817044970185e-05, 'epoch': 0.85}
{'loss': 2.2467, 'learning_rate': 3.587584842799592e-05, 'epoch': 0.85}
{'loss': 2.2494, 'learning_rate': 3.584787981102165e-05, 'epoch': 0.85}
{'loss': 2.2325, 'learning_rate': 3.5819911194047383e-05, 'epoch': 0.85}
{'loss': 2.2306, 'learning_rate': 3.579194257707312e-05, 'epoch': 0.85}
{'loss': 2.2204, 'learning_rate': 3.5763973960098854e-05, 'epoch': 0.85}
{'loss': 2.2413, 'learning_rate': 3.573600534312459e-05, 'epoch': 0.86}
{'loss': 2.2564, 'learning_rate': 3.5708036726150324e-05, 'epoch': 0.86}
{'loss': 2.2232, 'learning_rate': 3.568006810917606e-05, 'epoch': 0.86}
{'loss': 2.2376, 'learning_rate': 3.5652099492201794e-05, 'epoch': 0.86}
{'loss': 2.2373, 'learning_rate': 3.562413087522752e-05, 'epoch': 0.86}
{'loss': 2.2775, 'learning_rate': 3.5596162258253264e-05, 'epoch': 0.86}
{'loss': 2.2574, 'learning_rate': 3.5568193641279e-05, 'epoch': 0.87}
{'loss': 2.2271, 'learning_rate': 3.554022502430473e-05, 'epoch': 0.87}
{'loss': 2.2501, 'learning_rate': 3.551225640733046e-05, 'epoch': 0.87}
{'loss': 2.2344, 'learning_rate': 3.54842877903562e-05, 'epoch': 0.87}
{'loss': 2.2827, 'learning_rate': 3.545631917338194e-05, 'epoch': 0.87}
{'loss': 2.2505, 'learning_rate': 3.542835055640767e-05, 'epoch': 0.87}
{'loss': 2.2656, 'learning_rate': 3.54003819394334e-05, 'epoch': 0.88}
{'loss': 2.237, 'learning_rate': 3.537241332245914e-05, 'epoch': 0.88}
{'loss': 2.2292, 'learning_rate': 3.534444470548487e-05, 'epoch': 0.88}
{'loss': 2.2401, 'learning_rate': 3.531647608851061e-05, 'epoch': 0.88}
{'loss': 2.2249, 'learning_rate': 3.528850747153634e-05, 'epoch': 0.88}
{'loss': 2.2543, 'learning_rate': 3.526053885456208e-05, 'epoch': 0.88}
{'loss': 2.2496, 'learning_rate': 3.523257023758781e-05, 'epoch': 0.89}
{'loss': 2.2528, 'learning_rate': 3.520460162061354e-05, 'epoch': 0.89}
{'loss': 2.2703, 'learning_rate': 3.5176633003639275e-05, 'epoch': 0.89}
{'loss': 2.2443, 'learning_rate': 3.514866438666502e-05, 'epoch': 0.89}
{'loss': 2.2623, 'learning_rate': 3.5120695769690745e-05, 'epoch': 0.89}
{'loss': 2.2223, 'learning_rate': 3.509272715271648e-05, 'epoch': 0.89}
{'loss': 2.2024, 'learning_rate': 3.5064758535742215e-05, 'epoch': 0.9}
{'loss': 2.2456, 'learning_rate': 3.503678991876795e-05, 'epoch': 0.9}
{'loss': 2.2586, 'learning_rate': 3.5008821301793685e-05, 'epoch': 0.9}
{'loss': 2.2361, 'learning_rate': 3.498085268481942e-05, 'epoch': 0.9}
{'loss': 2.2638, 'learning_rate': 3.4952884067845155e-05, 'epoch': 0.9}
{'loss': 2.2349, 'learning_rate': 3.492491545087089e-05, 'epoch': 0.9}
{'loss': 2.2648, 'learning_rate': 3.489694683389662e-05, 'epoch': 0.91}
{'loss': 2.2268, 'learning_rate': 3.486897821692236e-05, 'epoch': 0.91}
{'loss': 2.3186, 'learning_rate': 3.4841009599948095e-05, 'epoch': 0.91}
{'loss': 2.2769, 'learning_rate': 3.4813040982973824e-05, 'epoch': 0.91}
{'loss': 2.2336, 'learning_rate': 3.478507236599956e-05, 'epoch': 0.91}
{'loss': 2.2256, 'learning_rate': 3.4757103749025294e-05, 'epoch': 0.91}
{'loss': 2.2032, 'learning_rate': 3.472913513205103e-05, 'epoch': 0.92}
{'loss': 2.2352, 'learning_rate': 3.4701166515076764e-05, 'epoch': 0.92}
{'loss': 2.2299, 'learning_rate': 3.46731978981025e-05, 'epoch': 0.92}
{'loss': 2.1829, 'learning_rate': 3.4645229281128234e-05, 'epoch': 0.92}
{'loss': 2.2588, 'learning_rate': 3.461726066415397e-05, 'epoch': 0.92}
{'loss': 2.2372, 'learning_rate': 3.45892920471797e-05, 'epoch': 0.92}
{'loss': 2.2501, 'learning_rate': 3.456132343020544e-05, 'epoch': 0.93}
