03/31/2021 09:36:23 - WARNING - __main__ -   Process rank: -1, device: cuda:0, n_gpu: 2distributed training: False, 16-bits training: False
03/31/2021 09:36:23 - INFO - __main__ -   Training/evaluation parameters TrainingArguments(output_dir=/scratch/as11919/Domain-Adaptation/movie_roberta/roberta_DAPT_movies_model, overwrite_output_dir=True, do_train=True, do_eval=None, do_predict=False, evaluation_strategy=IntervalStrategy.NO, prediction_loss_only=False, per_device_train_batch_size=8, per_device_eval_batch_size=8, gradient_accumulation_steps=1, eval_accumulation_steps=None, learning_rate=5e-05, weight_decay=0.0, adam_beta1=0.9, adam_beta2=0.999, adam_epsilon=1e-08, max_grad_norm=1.0, num_train_epochs=3.0, max_steps=-1, lr_scheduler_type=SchedulerType.LINEAR, warmup_ratio=0.0, warmup_steps=0, logging_dir=runs/Mar31_09-36-23_gr026.nyu.cluster, logging_strategy=IntervalStrategy.STEPS, logging_first_step=False, logging_steps=500, save_strategy=IntervalStrategy.STEPS, save_steps=500, save_total_limit=None, no_cuda=False, seed=42, fp16=False, fp16_opt_level=O1, fp16_backend=auto, fp16_full_eval=False, local_rank=-1, tpu_num_cores=None, tpu_metrics_debug=False, debug=False, dataloader_drop_last=False, eval_steps=500, dataloader_num_workers=0, past_index=-1, run_name=/scratch/as11919/Domain-Adaptation/movie_roberta/roberta_DAPT_movies_model, disable_tqdm=False, remove_unused_columns=True, label_names=None, load_best_model_at_end=False, metric_for_best_model=None, greater_is_better=None, ignore_data_skip=False, sharded_ddp=[], deepspeed=None, label_smoothing_factor=0.0, adafactor=False, group_by_length=False, report_to=['tensorboard', 'wandb'], ddp_find_unused_parameters=None, dataloader_pin_memory=True, skip_memory_metrics=False, _n_gpu=2)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
{'loss': 2.5372, 'learning_rate': 4.99443029739984e-05, 'epoch': 0.0}
{'loss': 2.3171, 'learning_rate': 4.409611524383044e-05, 'epoch': 0.35}
{'loss': 2.2397, 'learning_rate': 4.404041821782884e-05, 'epoch': 0.36}
{'loss': 2.2734, 'learning_rate': 4.398472119182724e-05, 'epoch': 0.36}
{'loss': 2.2517, 'learning_rate': 4.3929024165825644e-05, 'epoch': 0.36}
{'loss': 2.3023, 'learning_rate': 4.3873327139824044e-05, 'epoch': 0.37}
{'loss': 2.2805, 'learning_rate': 4.3817630113822445e-05, 'epoch': 0.37}
{'loss': 2.3324, 'learning_rate': 4.3761933087820846e-05, 'epoch': 0.37}
{'loss': 2.2673, 'learning_rate': 4.3706236061819246e-05, 'epoch': 0.38}
{'loss': 2.2936, 'learning_rate': 4.365053903581765e-05, 'epoch': 0.38}
{'loss': 2.2993, 'learning_rate': 4.359484200981605e-05, 'epoch': 0.38}
{'loss': 2.2831, 'learning_rate': 4.353914498381445e-05, 'epoch': 0.39}
{'loss': 2.2704, 'learning_rate': 4.348344795781284e-05, 'epoch': 0.39}
{'loss': 2.2803, 'learning_rate': 4.342775093181124e-05, 'epoch': 0.39}
{'loss': 2.2801, 'learning_rate': 4.337205390580964e-05, 'epoch': 0.4}
{'loss': 2.2676, 'learning_rate': 4.3316356879808044e-05, 'epoch': 0.4}
{'loss': 2.27, 'learning_rate': 4.3260659853806445e-05, 'epoch': 0.4}
{'loss': 2.2884, 'learning_rate': 4.320496282780485e-05, 'epoch': 0.41}
{'loss': 2.2418, 'learning_rate': 4.314926580180325e-05, 'epoch': 0.41}
{'loss': 2.2836, 'learning_rate': 4.309356877580165e-05, 'epoch': 0.41}
{'loss': 2.273, 'learning_rate': 4.3037871749800054e-05, 'epoch': 0.42}
{'loss': 2.3005, 'learning_rate': 4.2982174723798455e-05, 'epoch': 0.42}
{'loss': 2.271, 'learning_rate': 4.2926477697796855e-05, 'epoch': 0.42}
{'loss': 2.2264, 'learning_rate': 4.287078067179525e-05, 'epoch': 0.43}
{'loss': 2.2591, 'learning_rate': 4.281508364579365e-05, 'epoch': 0.43}
{'loss': 2.2218, 'learning_rate': 4.275938661979205e-05, 'epoch': 0.43}
{'loss': 2.2643, 'learning_rate': 4.270368959379045e-05, 'epoch': 0.44}
{'loss': 2.3017, 'learning_rate': 4.264799256778885e-05, 'epoch': 0.44}
{'loss': 2.2694, 'learning_rate': 4.259229554178725e-05, 'epoch': 0.44}
{'loss': 2.2426, 'learning_rate': 4.253659851578565e-05, 'epoch': 0.45}
{'loss': 2.2352, 'learning_rate': 4.2480901489784053e-05, 'epoch': 0.45}
{'loss': 2.2723, 'learning_rate': 4.2425204463782454e-05, 'epoch': 0.45}
{'loss': 2.2606, 'learning_rate': 4.2369507437780855e-05, 'epoch': 0.46}
{'loss': 2.2432, 'learning_rate': 4.2313810411779255e-05, 'epoch': 0.46}
{'loss': 2.22, 'learning_rate': 4.2258113385777656e-05, 'epoch': 0.46}
{'loss': 2.2437, 'learning_rate': 4.2202416359776057e-05, 'epoch': 0.47}
{'loss': 2.273, 'learning_rate': 4.214671933377445e-05, 'epoch': 0.47}
{'loss': 2.3145, 'learning_rate': 4.209102230777285e-05, 'epoch': 0.47}
{'loss': 2.2931, 'learning_rate': 4.203532528177125e-05, 'epoch': 0.48}
{'loss': 2.2369, 'learning_rate': 4.197962825576966e-05, 'epoch': 0.48}
{'loss': 2.2524, 'learning_rate': 4.192393122976806e-05, 'epoch': 0.48}
{'loss': 2.262, 'learning_rate': 4.186823420376646e-05, 'epoch': 0.49}
{'loss': 2.2231, 'learning_rate': 4.181253717776486e-05, 'epoch': 0.49}
{'loss': 2.2304, 'learning_rate': 4.175684015176326e-05, 'epoch': 0.49}
{'loss': 2.2701, 'learning_rate': 4.170114312576166e-05, 'epoch': 0.5}
{'loss': 2.2561, 'learning_rate': 4.164544609976006e-05, 'epoch': 0.5}
{'loss': 2.2237, 'learning_rate': 4.1589749073758463e-05, 'epoch': 0.5}
{'loss': 2.2919, 'learning_rate': 4.153405204775686e-05, 'epoch': 0.51}
{'loss': 2.2347, 'learning_rate': 4.147835502175526e-05, 'epoch': 0.51}
{'loss': 2.2137, 'learning_rate': 4.142265799575366e-05, 'epoch': 0.51}
{'loss': 2.2226, 'learning_rate': 4.136696096975206e-05, 'epoch': 0.52}
{'loss': 2.2647, 'learning_rate': 4.131126394375046e-05, 'epoch': 0.52}
{'loss': 2.2595, 'learning_rate': 4.125556691774886e-05, 'epoch': 0.52}
{'loss': 2.2202, 'learning_rate': 4.119986989174726e-05, 'epoch': 0.53}
{'loss': 2.193, 'learning_rate': 4.114417286574566e-05, 'epoch': 0.53}
{'loss': 2.2503, 'learning_rate': 4.108847583974406e-05, 'epoch': 0.53}
{'loss': 2.2151, 'learning_rate': 4.103277881374246e-05, 'epoch': 0.54}
{'loss': 2.2406, 'learning_rate': 4.0977081787740864e-05, 'epoch': 0.54}
{'loss': 2.2193, 'learning_rate': 4.0921384761739264e-05, 'epoch': 0.54}
{'loss': 2.2094, 'learning_rate': 4.0865687735737665e-05, 'epoch': 0.55}
{'loss': 2.1971, 'learning_rate': 4.0809990709736066e-05, 'epoch': 0.55}
{'loss': 2.2484, 'learning_rate': 4.0754293683734466e-05, 'epoch': 0.55}
{'loss': 2.2382, 'learning_rate': 4.069859665773287e-05, 'epoch': 0.56}
{'loss': 2.2493, 'learning_rate': 4.064289963173127e-05, 'epoch': 0.56}
{'loss': 2.1889, 'learning_rate': 4.058720260572967e-05, 'epoch': 0.56}
{'loss': 2.2009, 'learning_rate': 4.053150557972807e-05, 'epoch': 0.57}
{'loss': 2.2679, 'learning_rate': 4.047580855372647e-05, 'epoch': 0.57}
{'loss': 2.2322, 'learning_rate': 4.042011152772487e-05, 'epoch': 0.57}
{'loss': 2.2659, 'learning_rate': 4.036441450172327e-05, 'epoch': 0.58}
{'loss': 2.2464, 'learning_rate': 4.030871747572167e-05, 'epoch': 0.58}
{'loss': 2.1939, 'learning_rate': 4.025302044972007e-05, 'epoch': 0.58}
{'loss': 2.2265, 'learning_rate': 4.019732342371847e-05, 'epoch': 0.59}
{'loss': 2.2171, 'learning_rate': 4.0141626397716866e-05, 'epoch': 0.59}
{'loss': 2.2356, 'learning_rate': 4.008592937171527e-05, 'epoch': 0.59}
{'loss': 2.2234, 'learning_rate': 4.003023234571367e-05, 'epoch': 0.6}
{'loss': 2.2314, 'learning_rate': 3.997453531971207e-05, 'epoch': 0.6}
{'loss': 2.2294, 'learning_rate': 3.991883829371047e-05, 'epoch': 0.6}
{'loss': 2.2268, 'learning_rate': 3.986314126770887e-05, 'epoch': 0.61}
{'loss': 2.2285, 'learning_rate': 3.980744424170727e-05, 'epoch': 0.61}
{'loss': 2.2332, 'learning_rate': 3.975174721570567e-05, 'epoch': 0.61}
{'loss': 2.2549, 'learning_rate': 3.969605018970407e-05, 'epoch': 0.62}
{'loss': 2.2439, 'learning_rate': 3.964035316370247e-05, 'epoch': 0.62}
{'loss': 2.2669, 'learning_rate': 3.958465613770087e-05, 'epoch': 0.62}
{'loss': 2.245, 'learning_rate': 3.952895911169927e-05, 'epoch': 0.63}
{'loss': 2.2317, 'learning_rate': 3.9473262085697674e-05, 'epoch': 0.63}
{'loss': 2.2655, 'learning_rate': 3.9417565059696074e-05, 'epoch': 0.63}
{'loss': 2.205, 'learning_rate': 3.9361868033694475e-05, 'epoch': 0.64}
{'loss': 2.1803, 'learning_rate': 3.9306171007692876e-05, 'epoch': 0.64}
{'loss': 2.2728, 'learning_rate': 3.9250473981691276e-05, 'epoch': 0.64}
{'loss': 2.206, 'learning_rate': 3.919477695568968e-05, 'epoch': 0.65}
{'loss': 2.2792, 'learning_rate': 3.913907992968808e-05, 'epoch': 0.65}
{'loss': 2.2408, 'learning_rate': 3.908338290368648e-05, 'epoch': 0.65}
{'loss': 2.269, 'learning_rate': 3.902768587768488e-05, 'epoch': 0.66}
{'loss': 2.2326, 'learning_rate': 3.897198885168328e-05, 'epoch': 0.66}
{'loss': 2.2231, 'learning_rate': 3.891629182568168e-05, 'epoch': 0.67}
{'loss': 2.2319, 'learning_rate': 3.886059479968008e-05, 'epoch': 0.67}
{'loss': 2.2008, 'learning_rate': 3.880489777367848e-05, 'epoch': 0.67}
{'loss': 2.2186, 'learning_rate': 3.8749200747676875e-05, 'epoch': 0.68}
{'loss': 2.225, 'learning_rate': 3.8693503721675276e-05, 'epoch': 0.68}
{'loss': 2.2194, 'learning_rate': 3.8637806695673677e-05, 'epoch': 0.68}
{'loss': 2.3169, 'learning_rate': 3.858210966967208e-05, 'epoch': 0.69}
{'loss': 2.2513, 'learning_rate': 3.852641264367048e-05, 'epoch': 0.69}
{'loss': 2.2303, 'learning_rate': 3.847071561766888e-05, 'epoch': 0.69}
{'loss': 2.2336, 'learning_rate': 3.841501859166728e-05, 'epoch': 0.7}
{'loss': 2.2178, 'learning_rate': 3.835932156566568e-05, 'epoch': 0.7}
{'loss': 2.2022, 'learning_rate': 3.830362453966409e-05, 'epoch': 0.7}
{'loss': 2.2086, 'learning_rate': 3.824792751366249e-05, 'epoch': 0.71}
{'loss': 2.221, 'learning_rate': 3.819223048766089e-05, 'epoch': 0.71}
{'loss': 2.202, 'learning_rate': 3.813653346165928e-05, 'epoch': 0.71}
{'loss': 2.2486, 'learning_rate': 3.808083643565768e-05, 'epoch': 0.72}
{'loss': 2.2312, 'learning_rate': 3.8025139409656083e-05, 'epoch': 0.72}
{'loss': 2.1901, 'learning_rate': 3.7969442383654484e-05, 'epoch': 0.72}
{'loss': 2.2469, 'learning_rate': 3.7913745357652885e-05, 'epoch': 0.73}
{'loss': 2.2331, 'learning_rate': 3.7858048331651285e-05, 'epoch': 0.73}
{'loss': 2.2822, 'learning_rate': 3.7802351305649686e-05, 'epoch': 0.73}
{'loss': 2.1643, 'learning_rate': 3.7746654279648087e-05, 'epoch': 0.74}
{'loss': 2.1927, 'learning_rate': 3.769095725364649e-05, 'epoch': 0.74}
{'loss': 2.2167, 'learning_rate': 3.763526022764489e-05, 'epoch': 0.74}
{'loss': 2.2515, 'learning_rate': 3.757956320164329e-05, 'epoch': 0.75}
{'loss': 2.1808, 'learning_rate': 3.752386617564169e-05, 'epoch': 0.75}
{'loss': 2.2191, 'learning_rate': 3.746816914964009e-05, 'epoch': 0.75}
{'loss': 2.1779, 'learning_rate': 3.7412472123638484e-05, 'epoch': 0.76}
{'loss': 2.199, 'learning_rate': 3.7356775097636884e-05, 'epoch': 0.76}
{'loss': 2.2322, 'learning_rate': 3.7301078071635285e-05, 'epoch': 0.76}
{'loss': 2.2387, 'learning_rate': 3.7245381045633685e-05, 'epoch': 0.77}
{'loss': 2.234, 'learning_rate': 3.7189684019632086e-05, 'epoch': 0.77}
{'loss': 2.2054, 'learning_rate': 3.713398699363049e-05, 'epoch': 0.77}
{'loss': 2.2214, 'learning_rate': 3.707828996762889e-05, 'epoch': 0.78}
{'loss': 2.1917, 'learning_rate': 3.7022592941627295e-05, 'epoch': 0.78}
{'loss': 2.2208, 'learning_rate': 3.6966895915625695e-05, 'epoch': 0.78}
{'loss': 2.2467, 'learning_rate': 3.6911198889624096e-05, 'epoch': 0.79}
{'loss': 2.2576, 'learning_rate': 3.68555018636225e-05, 'epoch': 0.79}
{'loss': 2.194, 'learning_rate': 3.679980483762089e-05, 'epoch': 0.79}
{'loss': 2.2216, 'learning_rate': 3.674410781161929e-05, 'epoch': 0.8}
{'loss': 2.2193, 'learning_rate': 3.668841078561769e-05, 'epoch': 0.8}
{'loss': 2.2142, 'learning_rate': 3.663271375961609e-05, 'epoch': 0.8}
{'loss': 2.1903, 'learning_rate': 3.657701673361449e-05, 'epoch': 0.81}
{'loss': 2.145, 'learning_rate': 3.6521319707612894e-05, 'epoch': 0.81}
{'loss': 2.1844, 'learning_rate': 3.6465622681611294e-05, 'epoch': 0.81}
{'loss': 2.1961, 'learning_rate': 3.6409925655609695e-05, 'epoch': 0.82}
{'loss': 2.1973, 'learning_rate': 3.6354228629608096e-05, 'epoch': 0.82}
{'loss': 2.1622, 'learning_rate': 3.6298531603606496e-05, 'epoch': 0.82}
{'loss': 2.2105, 'learning_rate': 3.62428345776049e-05, 'epoch': 0.83}
{'loss': 2.2086, 'learning_rate': 3.61871375516033e-05, 'epoch': 0.83}
{'loss': 2.1862, 'learning_rate': 3.61314405256017e-05, 'epoch': 0.83}
{'loss': 2.2775, 'learning_rate': 3.60757434996001e-05, 'epoch': 0.84}
{'loss': 2.2041, 'learning_rate': 3.602004647359849e-05, 'epoch': 0.84}
{'loss': 2.2041, 'learning_rate': 3.596434944759689e-05, 'epoch': 0.84}
{'loss': 2.179, 'learning_rate': 3.5908652421595294e-05, 'epoch': 0.85}
{'loss': 2.2435, 'learning_rate': 3.5852955395593694e-05, 'epoch': 0.85}
{'loss': 2.2043, 'learning_rate': 3.57972583695921e-05, 'epoch': 0.85}
